Date,Price,Open,High,Low,Vol.,Change %,,,,,
8/24/2022,1779%,17.917,18.167,17.75,11.03M,0,70%,,,,
8/23/2022,1792%,17.333,17.917,17.333,12.11M,3,37%,,,,
8/22/2022,1733%,17,17.583,16.833,10.93M,1,96%,,,,
8/19/2022,1700%,17.583,17.792,16.875,17.71M,-3,32%,,,,
8/18/2022,1758%,17.417,17.833,17.417,8.15M,0,24%,,,,
8/17/2022,1763%,18.083,18.208,17.458,17.25M,-2,76%,,,,
8/16/2022,1813%,17.958,18.833,17.917,19.38M,0,93%,,,,
8/15/2022,1796%,18.25,18.417,17.917,13.48M,0,69%,,,,
8/12/2022,1808%,16.917,18.083,16.792,29.11M,6,90%,,,,
8/11/2022,1692%,17.667,17.75,16.583,13.46M,-2,87%,,,,
8/10/2022,1742%,17.042,17.417,16.708,15.97M,1,70%,,,,
8/9/2022,1713%,17.292,17.667,17,12.11M,0,96%,,,,
8/8/2022,1729%,17.167,17.458,16.917,13.19M,1,22%,,,,
8/5/2022,1708%,16.583,17.25,16.5,13.22M,3,2%,,,,
8/4/2022,1658%,16.75,17,16.333,15.09M,1,79%,,,,
8/3/2022,1629%,15.083,16.292,15.042,18.26M,6,83%,,,,
8/2/2022,1525%,15.167,15.625,15.083,11.58M,1,11%,,,,
8/1/2022,1508%,14.125,15.083,14.083,14.20M,6,78%,,,,
7/29/2022,1413%,14.292,14.5,14.083,4.75M,0,29%,,,,
7/28/2022,1417%,14.042,14.25,13.917,4.44M,3,3%,,,,
7/27/2022,1375%,13.458,13.75,13.417,6.26M,0,60%,,,,
7/26/2022,1383%,14.625,14.75,13.833,11.66M,-5,68%,,,,
7/25/2022,1467%,15,15.042,14.583,5.91M,-2,76%,,,,
7/22/2022,1508%,15.25,15.417,15.083,4.13M,-1,9%,,,,
7/21/2022,1525%,15.083,15.625,15.083,10.77M,1,67%,,,,
7/20/2022,1500%,14.833,15.333,14.625,11.52M,3,15%,,,,
7/19/2022,1454%,14.708,14.75,14.417,4.75M,-1,69%,,,,
7/18/2022,1479%,15.292,15.333,14.75,8.21M,-2,47%,,,,
7/15/2022,1517%,15.25,15.792,15.167,11.29M,1,11%,,,,
7/14/2022,1500%,14.917,15.125,14.333,8.27M,0,56%,,,,
7/13/2022,1492%,15.333,15.583,14.833,7.04M,-1,10%,,,,
7/12/2022,1508%,14.833,15.542,14.625,9.12M,1,69%,,,,
7/11/2022,1483%,15.083,15.458,14.417,8.70M,-2,20%,,,,
7/8/2022,1517%,14.667,15.292,14.583,8.23M,5,20%,,,,
7/7/2022,1442%,14.458,14.625,14.083,5.61M,0,87%,,,,
7/6/2022,1429%,14.083,15.167,13.917,11.41M,0,29%,,,,
7/5/2022,1433%,14,14.875,14,10.62M,1,78%,,,,
7/4/2022,1408%,14.208,14.458,14,5.43M,0,0%,,,,
7/1/2022,1408%,13.417,14.208,12.833,7.54M,4,97%,,,,
6/30/2022,1342%,14.667,14.833,13.417,8.83M,-6,67%,,,,
6/29/2022,1438%,13.708,14.708,13.625,7.63M,2,99%,,,,
6/28/2022,1396%,14.167,14.417,13.875,5.50M,-1,47%,,,,
6/27/2022,1417%,13.417,14.167,13.042,9.92M,6,92%,,,,
6/24/2022,1325%,12.75,13.5,12.625,12.35M,4,95%,,,,
6/23/2022,1263%,12.667,12.708,12.25,5.08M,0,33%,,,,
6/22/2022,1258%,12.167,12.583,11.958,8.01M,6,71%,,,,
6/21/2022,1179%,11.5,12.625,11.5,16.55M,-4,7%,,,,
6/20/2022,1229%,13,13.417,12.292,14.71M,-6,94%,,,,
6/17/2022,1321%,13.5,14,13.208,12.91M,-6,77%,,,,
6/16/2022,1417%,15.083,15.125,13.958,7.88M,-2,58%,,,,
6/15/2022,1454%,15.417,15.792,14.542,13.94M,-6,93%,,,,
6/14/2022,1563%,16.042,16.458,15.625,14.86M,-6,95%,,,,
6/13/2022,1679%,17.208,17.5,16.792,9.24M,-6,93%,,,,
6/10/2022,1804%,18.25,19,18.042,9.68M,-2,91%,,,,
6/9/2022,1858%,17.708,18.708,17.458,10.74M,6,19%,,,,
6/8/2022,1750%,17.083,17.792,16.958,8.11M,2,69%,,,,
6/7/2022,1704%,17.75,17.833,16.667,9.65M,-4,88%,,,,
6/6/2022,1792%,18.375,18.667,17.708,5.54M,-2,71%,,,,
6/3/2022,1842%,18.125,18.75,17.917,8.73M,2,8%,,,,
6/2/2022,1804%,18.75,19,17.833,14.15M,-4,20%,,,,
6/1/2022,1883%,18.917,19.25,18.5,10.77M,0,88%,,,,
5/31/2022,1900%,19.167,19.208,18.833,7.20M,-1,8%,,,,
5/30/2022,1921%,19.583,19.667,19.042,9.87M,0,65%,,,,
5/27/2022,1933%,18.25,19.333,18.083,19.38M,6,91%,,,,
5/26/2022,1808%,17.917,18.333,17.75,8.68M,2,36%,,,,
5/25/2022,1767%,16.875,17.792,16.458,11.94M,4,95%,,,,
5/24/2022,1683%,17.667,17.708,16.417,13.91M,-4,49%,,,,
5/23/2022,1763%,18.125,18.5,17.333,9.14M,-1,63%,,,,
5/20/2022,1792%,17.458,18.125,17.083,7.89M,2,63%,,,,
5/19/2022,1746%,17.417,17.875,17.208,4.73M,-2,10%,,,,
5/18/2022,1783%,17.917,18.417,17.792,5.89M,1,18%,,,,
5/17/2022,1763%,15.833,17.625,15.542,15.04M,6,82%,,,,
5/16/2022,1650%,17.5,18.458,16.5,12.79M,-6,82%,,,,
5/13/2022,1771%,18.75,19.333,17.708,11.64M,-6,80%,,,,
5/12/2022,1900%,20.083,20.333,19,8.84M,-6,94%,,,,
5/11/2022,2042%,20.5,21.042,19.958,7.13M,0,41%,,,,
5/10/2022,2050%,19.167,20.708,18.958,7.28M,1,65%,,,,
5/9/2022,2017%,20.917,21.583,20.167,8.37M,-6,92%,,,,
5/6/2022,2167%,19.333,21.958,19.333,22.45M,5,48%,,,,
5/5/2022,2054%,21.958,22.375,20.458,21.09M,-6,45%,,,,
5/4/2022,2196%,22.25,22.792,21.958,19.34M,-6,89%,,,,
4/29/2022,2358%,23.583,24.042,23.542,6.19M,0,18%,,,,
4/28/2022,2363%,23.833,24.458,23.625,3.91M,-1,90%,,,,
4/27/2022,2408%,23.333,24.167,23.083,5.32M,1,76%,,,,
4/26/2022,2367%,22.5,23.667,22.042,8.82M,1,7%,,,,
4/25/2022,2342%,25,25.417,23.417,9.18M,-6,95%,,,,
4/22/2022,2517%,25.25,25.667,24.167,6.87M,0,33%,,,,
4/21/2022,2508%,24.333,25.5,23.833,10.27M,0,0%,,,,
4/20/2022,2508%,25.083,25.833,25,7.79M,0,66%,,,,
4/19/2022,2525%,26.5,26.583,25.042,5.84M,-2,57%,,,,
4/18/2022,2592%,27.5,27.667,25.917,9.07M,-6,33%,,,,
4/15/2022,2767%,27.75,28.708,27.667,6.99M,0,0%,,,,
4/14/2022,2767%,27.792,28.417,27.542,4.80M,0,30%,,,,
4/13/2022,2758%,27.542,27.917,26.833,5.21M,0,91%,,,,
4/12/2022,2733%,28.25,28.583,27.333,8.43M,0,15%,,,,
4/8/2022,2738%,29.708,29.708,27.375,15.74M,-6,94%,,,,
4/7/2022,2942%,30,30.25,29.333,5.95M,-1,81%,,,,
4/6/2022,2996%,29.5,30.583,29.5,8.20M,0,84%,,,,
4/5/2022,2971%,29.792,30.125,29.667,5.13M,0,0%,,,,
4/4/2022,2971%,30.083,30.125,29.667,5.38M,0,28%,,,,
4/1/2022,2979%,29,29.917,29,7.35M,2,14%,,,,
3/31/2022,2917%,30.5,30.833,28.833,15.62M,-3,58%,,,,
3/30/2022,3025%,30.917,31.458,30.208,13.25M,-3,33%,,,,
3/29/2022,3129%,31.792,31.792,31.208,8.03M,0,66%,,,,
3/28/2022,3150%,31.417,32.083,31.083,11.15M,0,13%,,,,
3/25/2022,3154%,31.333,32.083,30.917,12.69M,0,80%,,,,
3/24/2022,3129%,31.792,31.875,31.25,10.03M,-1,5%,,,,
3/23/2022,3163%,32.5,32.75,31.625,16.11M,-2,19%,,,,
3/22/2022,3233%,31.833,32.375,30.917,19.90M,1,57%,,,,
3/21/2022,3183%,32.125,32.667,31.75,11.74M,0,92%,,,,
3/18/2022,3154%,30.917,31.75,30.542,15.92M,3,27%,,,,
3/17/2022,3054%,31.417,31.583,30.458,12.01M,-1,87%,,,,
3/16/2022,3113%,31.333,31.708,30.958,8.23M,0,40%,,,,
3/15/2022,3100%,31.667,32.25,30.583,15.52M,-2,11%,,,,
3/14/2022,3167%,33.75,34,31.667,15.83M,-4,16%,,,,
3/11/2022,3304%,34.167,34.667,32.667,16.70M,-3,17%,,,,
3/10/2022,3413%,34.333,35.083,33.875,13.35M,-1,21%,,,,
3/9/2022,3454%,34.25,34.958,33.125,18.25M,2,60%,,,,
3/8/2022,3367%,34.75,35.333,33.458,17.87M,-4,83%,,,,
3/7/2022,3538%,34.583,36.25,34.417,18.63M,4,4%,,,,
3/4/2022,3400%,35.333,35.333,33.917,18.92M,-3,9%,,,,
3/3/2022,3508%,33.5,35.208,33.333,25.47M,6,18%,,,,
3/2/2022,3304%,32.417,33.25,32.417,14.65M,1,67%,,,,
3/1/2022,3250%,33,34,32.333,26.85M,1,70%,,,,
2/28/2022,3196%,30.167,31.958,30,26.24M,6,97%,,,,
2/25/2022,2988%,30.25,30.25,29.583,6.27M,0,84%,,,,
2/24/2022,2963%,30.458,30.917,29,10.64M,-2,74%,,,,
2/23/2022,3046%,29.833,30.75,29.792,6.60M,2,9%,,,,
2/22/2022,2983%,30,30.375,29.208,10.87M,-2,59%,,,,
2/21/2022,3063%,31.208,31.417,30.542,8.78M,-1,34%,,,,
2/18/2022,3104%,30.167,31.417,30.083,11.78M,1,78%,,,,
2/17/2022,3050%,30.417,31,30.167,5.91M,0,41%,,,,
2/16/2022,3038%,30,30.375,29.625,6.97M,1,39%,,,,
2/15/2022,2996%,30.292,30.667,29.083,11.48M,0,96%,,,,
2/14/2022,3025%,30.458,31.667,30.25,11.70M,-2,16%,,,,
2/11/2022,3092%,30.042,31.25,29.75,11.54M,1,92%,,,,
2/10/2022,3033%,30.792,31.333,30.125,14.05M,0,14%,,,,
2/9/2022,3038%,28.958,30.375,28.75,10.25M,6,89%,,,,
2/8/2022,2842%,26.333,28.417,26.292,8.29M,6,90%,,,,
2/7/2022,2658%,25.833,26.75,25.333,4.46M,5,11%,,,,
1/28/2022,2529%,25.5,25.792,25.25,3.50M,0,17%,,,,
1/27/2022,2525%,26,26.25,25,5.28M,-1,94%,,,,
1/26/2022,2575%,26.083,26.417,25.75,3.65M,0,32%,,,,
1/25/2022,2567%,25,25.75,24.583,5.54M,2,50%,,,,
1/24/2022,2504%,26.875,26.875,25.042,9.24M,-6,97%,,,,
1/21/2022,2692%,27.792,27.792,26.917,6.14M,-3,29%,,,,
1/20/2022,2783%,27.333,28,26.583,5.25M,1,21%,,,,
1/19/2022,2750%,27.917,28,27.292,3.70M,0,45%,,,,
1/18/2022,2763%,27.75,28.333,26,9.12M,0,45%,,,,
1/17/2022,2750%,29.458,29.625,27.5,9.96M,-6,91%,,,,
1/14/2022,2954%,29.583,30.417,29.417,3.28M,-1,80%,,,,
1/13/2022,3008%,29.625,30.667,29.333,8.11M,2,56%,,,,
1/12/2022,2933%,28.833,29.583,28.583,7.79M,1,73%,,,,
1/11/2022,2883%,29.667,29.958,28.833,5.82M,-2,12%,,,,
1/10/2022,2946%,29.75,30.333,29.417,6.29M,0,0%,,,,
1/7/2022,2946%,29.667,30.208,29.333,10.11M,-1,26%,,,,
1/6/2022,2983%,30.667,30.667,29.667,11.47M,-3,24%,,,,
1/5/2022,3083%,31.375,31.75,30.792,7.09M,-1,33%,,,,
1/4/2022,3125%,31.458,32,31.167,8.69M,0,27%,,,,
12/31/2021,3117%,30.75,31.542,30.583,9.69M,1,36%,,,,
12/30/2021,3075%,31,31.125,30.5,3.85M,0,0%,,,,
12/29/2021,3075%,29.917,31.125,29.708,8.87M,2,79%,,,,
12/28/2021,2992%,29.25,30.208,29.083,8.73M,1,84%,,,,
12/27/2021,2938%,30,30,29.25,3.29M,-1,26%,,,,
12/24/2021,2975%,30,30.375,29.375,6.82M,1,71%,,,,
12/23/2021,2925%,28.75,29.25,27.542,11.22M,2,18%,,,,
12/22/2021,2863%,29.083,29.5,28.417,7.49M,-1,43%,,,,
12/21/2021,2904%,29.583,29.708,28.833,10.48M,-2,38%,,,,
12/20/2021,2975%,30,30.5,29.667,6.47M,-1,11%,,,,
12/17/2021,3008%,30.917,30.917,30.083,8.39M,-2,83%,,,,
12/16/2021,3096%,31.25,31.542,30.667,5.40M,0,93%,,,,
12/15/2021,3125%,31.625,32.083,31.25,7.04M,0,27%,,,,
12/14/2021,3133%,29.333,31.333,29.292,11.85M,6,97%,,,,
12/13/2021,2929%,28.833,29.5,28.792,5.60M,1,88%,,,,
12/10/2021,2875%,29.708,29.792,28.75,10.17M,-2,68%,,,,
12/9/2021,2954%,29.542,30.042,29.333,4.68M,0,14%,,,,
12/8/2021,2958%,30.667,30.667,29.542,4.67M,-1,66%,,,,
12/7/2021,3008%,29.917,30.375,29.083,8.04M,3,44%,,,,
12/6/2021,2908%,30.917,31.5,29.083,14.88M,-6,93%,,,,
12/3/2021,3125%,32.958,32.958,31.25,9.95M,-4,82%,,,,
12/2/2021,3283%,33.083,33.167,32.708,4.01M,0,25%,,,,
12/1/2021,3275%,32.958,33.417,32.667,5.44M,0,63%,,,,
11/30/2021,3296%,32.667,33.625,32.333,11.01M,1,67%,,,,
11/29/2021,3242%,32.375,32.917,32.375,5.52M,-2,14%,,,,
11/26/2021,3313%,32.75,33.75,32.75,9.69M,1,92%,,,,
11/25/2021,3250%,31.667,32.792,31.667,9.63M,2,77%,,,,
11/24/2021,3163%,32.625,32.625,31.5,11.42M,-2,94%,,,,
11/23/2021,3258%,32.167,32.792,32.083,6.14M,1,82%,,,,
11/22/2021,3200%,31.25,32.583,31.25,8.81M,2,40%,,,,
11/19/2021,3125%,33.167,33.25,30.958,17.73M,-6,2%,,,,
11/18/2021,3325%,35.25,35.333,33.25,22.08M,-6,12%,,,,
11/17/2021,3542%,35.917,36.417,35.417,8.09M,-1,39%,,,,
11/16/2021,3592%,36.167,37,35.875,6.11M,-1,37%,,,,
11/15/2021,3642%,37.25,37.292,36.292,8.80M,-2,24%,,,,
11/12/2021,3725%,36.25,37.542,36.25,7.66M,2,76%,,,,
11/11/2021,3625%,36.75,37,35.833,17.53M,-2,25%,,,,
11/10/2021,3708%,37.833,38.042,37,15.61M,-2,52%,,,,
11/9/2021,3804%,38.5,38.75,38.042,7.75M,0,87%,,,,
11/8/2021,3838%,38.75,39,38.125,8.97M,0,86%,,,,
11/5/2021,3871%,38.417,39.167,37.75,9.63M,1,42%,,,,
11/4/2021,3817%,37.5,38.5,37.083,8.92M,1,89%,,,,
11/3/2021,3746%,38.333,38.5,37.083,18.19M,-1,86%,,,,
11/2/2021,3817%,38.333,39.125,38.042,13.38M,0,43%,,,,
11/1/2021,3833%,39.583,39.667,38.208,20.88M,-2,95%,,,,
10/29/2021,3950%,40.25,40.333,39.042,13.77M,-1,25%,,,,
10/28/2021,4000%,40.5,40.5,39.792,8.24M,0,10%,,,,
10/27/2021,4004%,39.958,40.167,39.542,8.51M,0,84%,,,,
10/26/2021,3971%,38.75,39.833,38.333,11.02M,1,38%,,,,
10/25/2021,3917%,40.75,40.833,39.167,18.65M,-4,8%,,,,
10/22/2021,4083%,41.375,41.375,40.667,8.40M,0,81%,,,,
10/21/2021,4117%,41.25,41.583,40.75,9.63M,0,41%,,,,
10/20/2021,4100%,41.25,41.292,40.25,12.18M,0,20%,,,,
10/19/2021,4108%,41.417,41.583,40.833,11.62M,-1,10%,,,,
10/18/2021,4154%,41.75,42.75,41.333,12.92M,0,20%,,,,
10/15/2021,4146%,40.542,41.917,40.542,18.02M,2,68%,,,,
10/14/2021,4038%,40.083,40.667,40,12.12M,0,73%,,,,
10/13/2021,4008%,40.417,40.667,39.875,8.43M,0,52%,,,,
10/12/2021,4029%,40.083,40.292,39.75,12.57M,1,5%,,,,
10/11/2021,3988%,40,40.583,39.583,10.76M,0,42%,,,,
10/8/2021,3971%,39.792,40.25,39.5,8.76M,0,10%,,,,
10/7/2021,3967%,40.375,40.417,39.583,13.82M,-1,55%,,,,
10/6/2021,4029%,40,40.625,39.875,8.99M,1,5%,,,,
10/5/2021,3988%,40.542,40.583,39.875,12.20M,-1,64%,,,,
10/4/2021,4054%,39.5,40.708,39.292,17.53M,4,6%,,,,
10/1/2021,3896%,38.417,39.417,38.375,11.34M,0,54%,,,,
9/30/2021,3875%,38.375,39.333,38.375,11.60M,1,31%,,,,
9/29/2021,3825%,37.917,38.75,37.917,8.98M,0,22%,,,,
9/28/2021,3833%,36.667,38.5,36.292,12.42M,4,55%,,,,
9/27/2021,3667%,38.25,38.583,36.667,15.55M,-3,8%,,,,
9/24/2021,3783%,38.583,39,37.5,14.70M,-2,37%,,,,
9/23/2021,3875%,39,39.625,38.333,11.60M,0,21%,,,,
9/22/2021,3883%,39,39.25,38.417,8.21M,0,21%,,,,
9/21/2021,3892%,36.667,39,36.667,21.05M,3,78%,,,,
9/20/2021,3750%,39.583,39.667,37.5,25.64M,-4,26%,,,,
9/17/2021,3917%,39.167,40.25,38.875,18.94M,0,0%,,,,
9/16/2021,3917%,39.25,39.917,38.458,15.46M,0,53%,,,,
9/15/2021,3896%,36.333,39,36.125,24.58M,6,86%,,,,
9/14/2021,3646%,36.375,37.042,36.375,12.05M,0,11%,,,,
9/13/2021,3650%,37.5,37.667,36.375,16.46M,-2,45%,,,,
9/10/2021,3742%,37.5,37.875,36.833,14.63M,0,0%,,,,
9/9/2021,3742%,36.583,37.708,36.292,21.93M,3,34%,,,,
9/8/2021,3621%,35.083,36.5,34.792,21.51M,3,21%,,,,
9/7/2021,3508%,36.25,36.417,35.083,20.65M,-1,75%,,,,
9/6/2021,3571%,33.75,35.708,33.708,26.75M,6,99%,,,,
9/1/2021,3338%,32.625,33.667,32.625,12.53M,0,38%,,,,
8/31/2021,3325%,33.583,33.75,32.583,13.13M,0,50%,,,,
8/30/2021,3308%,32.083,33.167,32,12.95M,3,79%,,,,
8/27/2021,3188%,31.417,32.042,31.083,8.97M,0,39%,,,,
8/26/2021,3175%,32.458,32.5,31.583,10.46M,-1,55%,,,,
8/25/2021,3225%,31.417,32.458,31.208,12.07M,2,93%,,,,
8/24/2021,3133%,31.25,31.708,30.833,8.12M,0,27%,,,,
8/23/2021,3125%,31.75,32.167,31.25,13.04M,-3,23%,,,,
8/20/2021,3229%,33.5,33.625,31.417,27.03M,-4,20%,,,,
8/19/2021,3371%,33.375,33.833,33.292,9.71M,1,38%,,,,
8/18/2021,3325%,33.125,33.875,33,14.13M,0,25%,,,,
8/17/2021,3317%,31.958,33.25,31.958,26.28M,4,46%,,,,
8/16/2021,3175%,31.667,31.958,31.292,10.09M,1,60%,,,,
8/13/2021,3125%,31.25,31.417,30.292,15.82M,0,13%,,,,
8/12/2021,3129%,31.667,32.083,31.25,12.32M,-1,83%,,,,
8/11/2021,3188%,32.5,32.583,31.833,10.74M,-1,29%,,,,
8/10/2021,3229%,32.667,33,32.083,10.86M,0,13%,,,,
8/9/2021,3233%,31.333,32.458,31.208,13.03M,2,11%,,,,
8/6/2021,3167%,32.167,32.167,31.667,11.79M,-1,55%,,,,
8/5/2021,3217%,31.125,32.167,30.917,12.64M,2,93%,,,,
8/4/2021,3125%,30.917,31.417,30.792,12.25M,1,35%,,,,
8/3/2021,3083%,31.25,31.5,30.333,21.16M,-1,7%,,,,
8/2/2021,3117%,30.75,31.792,30.667,19.81M,0,27%,,,,
7/30/2021,3108%,30.75,31.333,30.667,11.55M,1,8%,,,,
7/29/2021,3075%,29.958,30.958,29.917,13.24M,2,79%,,,,
7/28/2021,2992%,29.5,30.25,29.5,15.09M,0,56%,,,,
7/27/2021,2975%,29.417,30.083,29.083,16.75M,3,78%,,,,
7/26/2021,2867%,28.833,29.167,27.833,14.56M,-1,57%,,,,
7/23/2021,2913%,29.958,30.208,29.083,16.21M,-3,72%,,,,
7/22/2021,3025%,29.708,30.542,29.583,15.68M,1,40%,,,,
7/21/2021,2983%,30.583,30.583,29.583,18.25M,1,13%,,,,
7/20/2021,2950%,27.917,29.5,27.083,19.09M,6,95%,,,,
7/19/2021,2758%,28.333,28.833,27.583,14.27M,-6,76%,,,,
7/16/2021,2958%,30,30.333,29.333,11.57M,-1,39%,,,,
7/15/2021,3000%,28.417,30,28.375,11.79M,4,65%,,,,
7/14/2021,2867%,28.792,29.208,27.833,12.70M,1,33%,,,,
7/13/2021,2829%,28,28.417,27.5,12.84M,2,88%,,,,
7/12/2021,2750%,28.917,29.042,27.5,23.43M,-6,91%,,,,
7/9/2021,2954%,30.583,31.333,28.833,18.78M,-4,45%,,,,
7/8/2021,3092%,32.542,32.667,30.75,18.97M,-4,63%,,,,
7/7/2021,3242%,32.5,33.042,31.625,15.66M,0,52%,,,,
7/6/2021,3225%,34.75,35.375,32.25,17.63M,-6,97%,,,,
7/5/2021,3467%,35.417,35.417,34.167,11.86M,-1,89%,,,,
7/2/2021,3533%,35.833,35.833,35.25,13.12M,0,47%,,,,
7/1/2021,3550%,35.042,35.667,34.875,15.75M,1,67%,,,,
6/30/2021,3492%,35,35.458,34.75,10.46M,0,24%,,,,
6/29/2021,3500%,35.792,35.792,34.708,11.91M,-1,75%,,,,
6/28/2021,3563%,35.417,36.125,35.208,20.38M,3,51%,,,,
6/25/2021,3442%,33.875,34.542,33.25,8.57M,1,98%,,,,
6/24/2021,3375%,34.292,34.583,33.583,9.15M,-1,58%,,,,
6/23/2021,3429%,34.833,34.833,34.125,7.37M,-1,55%,,,,
6/22/2021,3483%,35.25,35.417,34.75,10.37M,0,95%,,,,
6/21/2021,3517%,35.75,36.167,35,15.06M,-1,86%,,,,
6/18/2021,3583%,35,35.875,34.583,23.16M,2,87%,,,,
6/17/2021,3483%,33,35,33,13.29M,3,21%,,,,
6/16/2021,3375%,34.833,34.833,33.333,12.74M,-3,23%,,,,
6/15/2021,3488%,34.917,35.333,34.417,12.87M,2,53%,,,,
6/14/2021,3402%,34.091,34.242,33.712,13.55M,1,93%,,,,
6/11/2021,3337%,32.955,33.712,32.689,12.62M,1,26%,,,,
6/10/2021,3296%,32.462,33.561,32.424,13.18M,0,69%,,,,
6/9/2021,3273%,32.045,33.182,31.212,17.42M,2,25%,,,,
6/8/2021,3201%,34.394,34.773,32.008,19.33M,-6,94%,,,,
6/7/2021,3439%,35.227,35.606,33.712,15.11M,-1,52%,,,,
6/4/2021,3492%,33.75,35.114,33.712,16.37M,3,60%,,,,
6/3/2021,3371%,32.955,34.091,32.576,14.19M,2,77%,,,,
6/2/2021,3280%,32.5,33.258,32.273,15.67M,0,46%,,,,
6/1/2021,3296%,33.636,34.318,32.955,14.72M,0,91%,,,,
5/31/2021,3326%,32.424,33.258,31.742,16.35M,6,42%,,,,
5/28/2021,3125%,31.023,31.439,30.53,16.55M,2,36%,,,,
5/27/2021,3053%,30.227,31.364,30.189,14.91M,0,75%,,,,
5/26/2021,3030%,30.606,30.909,30.114,15.61M,0,50%,,,,
5/25/2021,3046%,28.788,30.568,28.636,26.13M,5,79%,,,,
5/24/2021,2879%,29.015,29.47,28.788,13.68M,0,26%,,,,
5/21/2021,2871%,28.409,29.053,28.371,14.18M,0,39%,,,,
5/20/2021,2883%,28.939,29.318,28.826,17.26M,-1,68%,,,,
5/19/2021,2932%,29.432,29.849,29.167,17.57M,0,65%,,,,
5/18/2021,2913%,28.939,29.697,28.788,20.17M,2,53%,,,,
5/17/2021,2841%,27.727,28.674,27.121,21.26M,1,90%,,,,
5/14/2021,2788%,28.409,28.788,27.689,22.91M,-1,60%,,,,
5/13/2021,2833%,29.015,29.545,28.333,17.66M,-1,84%,,,,
5/12/2021,2886%,28.333,28.902,28.068,19.74M,0,93%,,,,
5/11/2021,2860%,29.697,30,28.333,34.08M,-3,70%,,,,
5/10/2021,2970%,27.917,29.697,27.803,18.63M,6,81%,,,,
5/7/2021,2780%,26.174,28.144,26.174,27.56M,5,16%,,,,
5/6/2021,2644%,25.152,26.818,25.114,24.70M,4,18%,,,,
5/5/2021,2538%,25.644,26.136,25.379,15.69M,0,30%,,,,
5/4/2021,2546%,23.636,25.53,23.485,24.83M,5,83%,,,,
4/29/2021,2405%,23.939,24.508,23.712,16.98M,1,44%,,,,
4/28/2021,2371%,23.788,24.205,23.371,12.84M,0,32%,,,,
4/27/2021,2379%,22.879,24.167,22.879,14.42M,3,97%,,,,
4/26/2021,2288%,22.879,23.523,22.803,13.66M,0,17%,,,,
4/23/2021,2284%,22.424,22.879,22.045,12.27M,2,73%,,,,
4/22/2021,2224%,23.826,24.167,22.235,14.35M,-6,97%,,,,
4/20/2021,2390%,24.659,24.735,23.712,18.63M,-3,7%,,,,
4/19/2021,2466%,24.167,24.773,23.75,16.25M,3,50%,,,,
4/16/2021,2383%,23.939,24.205,23.106,15.28M,0,32%,,,,
4/15/2021,2390%,22.879,24.129,22.5,22.11M,5,34%,,,,
4/14/2021,2269%,21.97,22.879,21.667,12.13M,2,22%,,,,
4/13/2021,2220%,22.917,23.03,22.197,13.85M,-3,30%,,,,
4/12/2021,2296%,22.955,23.068,22.841,11.54M,0,50%,,,,
4/9/2021,2284%,22.386,22.955,22.349,10.82M,2,3%,,,,
4/8/2021,2239%,22.311,22.538,22.159,11.32M,1,3%,,,,
4/7/2021,2216%,21.591,22.349,21.477,9.50M,2,63%,,,,
4/6/2021,2159%,21.742,21.97,21.591,7.49M,-1,21%,,,,
4/5/2021,2186%,22.045,22.121,21.667,9.79M,0,17%,,,,
4/2/2021,2189%,22.197,22.273,21.78,11.51M,0,35%,,,,
4/1/2021,2197%,21.932,22.083,21.742,11.74M,2,11%,,,,
3/31/2021,2152%,21.136,21.705,21.061,9.16M,1,97%,,,,
3/30/2021,2110%,21.136,21.136,20.795,6.99M,0,72%,,,,
3/29/2021,2095%,20.909,20.985,20.682,6.99M,1,10%,,,,
3/26/2021,2072%,20.606,20.947,19.773,12.04M,0,18%,,,,
3/25/2021,2068%,20.795,21.023,20.455,11.32M,0,74%,,,,
3/24/2021,2053%,21.364,21.629,20.53,12.97M,-5,24%,,,,
3/23/2021,2167%,21.742,22.045,21.402,8.39M,0,52%,,,,
3/22/2021,2178%,22.121,22.235,21.78,7.03M,-1,20%,,,,
3/19/2021,2205%,21.742,22.349,21.667,10.45M,1,39%,,,,
3/18/2021,2174%,21.742,21.894,21.591,6.60M,1,6%,,,,
3/17/2021,2152%,21.591,21.742,21.439,7.89M,0,35%,,,,
3/16/2021,2144%,21.439,21.591,21.212,9.06M,0,53%,,,,
3/15/2021,2133%,21.515,21.629,21.326,7.87M,0,18%,,,,
3/12/2021,2136%,21.629,21.742,21.364,8.93M,0,88%,,,,
3/11/2021,2155%,21.477,21.667,21.25,9.73M,1,25%,,,,
3/10/2021,2129%,21.402,21.515,20.909,10.12M,0,71%,,,,
3/9/2021,2144%,21.591,21.932,21.439,11.95M,-1,91%,,,,
3/8/2021,2186%,21.515,22.197,21.174,14.53M,3,22%,,,,
3/5/2021,2117%,20.947,21.364,20.682,11.89M,0,90%,,,,
3/4/2021,2099%,21.364,21.894,20.833,14.88M,-1,42%,,,,
3/3/2021,2129%,21.099,21.591,20.985,14.54M,0,72%,,,,
3/2/2021,2114%,21.515,21.553,21.061,14.88M,0,36%,,,,
3/1/2021,2121%,20.606,21.326,20.379,16.80M,5,66%,,,,
2/26/2021,2008%,19.242,20.189,19.242,23.04M,2,71%,,,,
2/25/2021,1955%,19.583,19.659,19.318,10.54M,0,98%,,,,
2/24/2021,1936%,19.735,19.886,19.28,12.43M,0,58%,,,,
